Rval = 0x00000000, AmbaDSP_ImageUtility.c, AmbaIK_QueryArchMemorySize(), ID = 0, description : OK case
Rval = 0x00000000, AmbaDSP_ImageUtility.c, AmbaIK_InitArch(), ID = 1, description : OK case
Rval = 0x00000000, AmbaDSP_ImageUtility.c, AmbaIK_InitDefBinary(), ID = 2, description : OK case
Rval = 0x00000000, AmbaDSP_IkcRefUtility.c, getDirectionalCenterWeightValue(), ID = 3, description : test if (blend_strength < 8) false OK case
Rval = 0x00000000, AmbaDSP_IkcRefUtility.c, get_center_shift_value(), ID = 4, description : test if (temp > 31) true OK case
Rval = 0x00000000, AmbaDSP_IkcRefUtility.c, get_cutoff_value(), ID = 5, description : test (fine_target < 128) false OK case
Rval = 0x00000000, AmbaDSP_IkcRefUtility.c, get_ring_shift_value(), ID = 6, description : test if (tmp_index > 4) true OK case
Rval = 0x00000000, AmbaDSP_IkcRefUtility.c, comp_lev_dep_mul_shift(), ID = 7, description : test if( *p_adjusted_shift > 10 ) true OK case
Rval = 0x00000000, AmbaDSP_IkcRefUtility.c, cfa_noise_filter_auto_to_manual(), ID = 8, description : test if (cnf_manual->shift_center_red < cnf_manual->shift_fine_ring1) true OK case
Rval = 0x00000000, AmbaDSP_IkcRefUtility.c, set_ircorrect_mul_shift(), ID = 9, description : test (b1 > 511.0) false OK case
Rval = 0x00000000, AmbaDSP_IkcRefUtility.c, make_curve(), ID = 10, description : test if ((array_length-1) == misra_int32_T0) true OK case
Rval = 0x00000000, AmbaDSP_IkcRefUtility.c, find_shift_and_8bit_mantissa(), ID = 11, description : test s > 7 false OK case
Rval = 0x01100000, AmbaDSP_IkcUnitConfig.c, ikc_check_version(), ID = 12, description : test (ik_major_num != IK_VERSION_MAJOR) true NG case
Rval = 0x00000000, AmbaDSP_IkcUnitConfig.c, ikc_check_version(), ID = 13, description : test (ikc_major_num != IKC_VERSION_MAJOR) false OK case
Rval = 0x01100005, AmbaDSP_IkcUnitConfig.c, ikc_get_minor_version(), ID = 14, description : test NULL ptr NG case
Rval = 0x00000000, AmbaDSP_IkcUnitConfig.c, ikc_get_minor_version(), ID = 15, description : test if(p_minor_ver != NULL) true OK case
Rval = 0x01100005, AmbaDSP_IkcUnitConfig.c, ikc_input_mode(), ID = 16, description : test if (rval == IK_OK) false NG case
Rval = 0x00000000, AmbaDSP_IkcUnitConfig.c, ikc_input_mode(), ID = 17, description : test flip H and flip V true OK case
Rval = 0x00000000, AmbaDSP_IkcUnitConfig.c, ikc_input_mode(), ID = 18, description : test if(p_in_input->p_sensor_info->sensor_mode == IK_SENSOR_MODE_RCCC) true OK case
Rval = 0x00000000, AmbaDSP_IkcUnitConfig.c, ikc_input_mode(), ID = 19, description : test ((p_in_input->p_sensor_info->compression > 0UL)&&(p_in_input->p_sensor_info->compression < 9UL)) true OK case
Rval = 0x00000000, AmbaDSP_IkcUnitConfig.c, ikc_input_mode(), ID = 20, description : test ((p_in_input->p_sensor_info->compression > 0UL)&&(p_in_input->p_sensor_info->compression < 9UL)) false OK case
Rval = 0x01100005, AmbaDSP_IkcUnitConfig.c, ikc_input_mode_sub(), ID = 21, description : test if (rval == IK_OK) false NG case
Rval = 0x01100004, AmbaDSP_IkcUnitConfig.c, ikc_input_mode_sub(), ID = 22, description : test if(p_in_input_sub->is_yuv_mode == 0UL) false NG case
Rval = 0x00000000, AmbaDSP_IkcUnitConfig.c, ikc_input_mode_sub(), ID = 23, description : test flip H and flip V true OK case
Rval = 0x01100005, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_decompression(), ID = 24, description : test if (rval == IK_OK) false NG case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_decompression(), ID = 25, description : test (p_in_decompress->compress_mode >= IK_RAW_COMPACT_8B) true OK case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_decompression(), ID = 26, description : test (p_in_decompress->compress_mode >= IK_RAW_COMPACT_8B) false OK case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_decompression(), ID = 27, description : test (p_in_decompress->compress_mode >= IK_RAW_COMPACT_8B) true OK case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_decompression(), ID = 28, description : test (p_in_decompress->compress_mode >= IK_RAW_COMPACT_8B) false OK case
Rval = 0x01100005, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_decompression_sub(), ID = 29, description : test if (rval == IK_OK) false NG case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_decompression_sub(), ID = 30, description : test (p_in_decompress->compress_mode == 0UL) true OK case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_decompression_sub(), ID = 31, description : test (p_in_decompress->compress_mode >= IK_RAW_COMPACT_8B) true OK case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_decompression_sub(), ID = 32, description : test (p_in_decompress->compress_mode >= IK_RAW_COMPACT_8B) false OK case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_decompression_sub(), ID = 33, description : test (p_in_decompress->compress_mode >= IK_RAW_COMPACT_8B) true OK case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_decompression_sub(), ID = 34, description : test (p_in_decompress->compress_mode >= IK_RAW_COMPACT_8B) false OK case
Rval = 0x01100005, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_hdr_blend(), ID = 35, description : test if (rval == IK_OK) false NG case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_hdr_blend(), ID = 36, description : test if(p_in_hdr_blend->exp_num <= 1u) true OK case
Rval = 0x01100005, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_hdr_blend_sub(), ID = 37, description : test if (rval == IK_OK) false NG case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_hdr_blend_sub(), ID = 38, description : test if(p_in_hdr_blend->exp_num <= 1u) true OK case
Rval = 0x01100005, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_front_end_tone_curve(), ID = 39, description : test if (rval == IK_OK) false NG case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_front_end_tone_curve(), ID = 40, description : test if(p_in_hdr_tone_curve->p_fe_tone_curve->decompand_enable == 1u) true OK case
Rval = 0x01100005, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_front_end_tone_curve_sub(), ID = 41, description : test if (rval == IK_OK) false NG case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_front_end_tone_curve_sub(), ID = 42, description : test if(p_in_hdr_tone_curve->p_fe_tone_curve->decompand_enable == 1u) true OK case
Rval = 0x01100005, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_hdr_black_level(), ID = 43, description : test if (rval == IK_OK) false NG case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_hdr_black_level(), ID = 44, description : test if (p_in_hdr_blc->rgb_ir_mode != 0UL) true OK case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_hdr_black_level(), ID = 45, description : test else if(i == 2UL) false OK case
Rval = 0x01100005, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_hdr_black_level_sub(), ID = 46, description : test if (rval == IK_OK) false NG case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_hdr_black_level_sub(), ID = 47, description : test if(p_in_hdr_blc->exp_num <= 1UL) true OK case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_hdr_black_level_sub(), ID = 48, description : test if (p_in_hdr_blc->rgb_ir_mode != 0UL) true OK case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_hdr_black_level_sub(), ID = 49, description : test if(p_in_hdr_blc->exp_num <= 1UL) false and if (p_in_hdr_blc->rgb_ir_mode != 0UL) true OK case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_hdr_black_level_sub(), ID = 50, description : test else if(i == 2UL) false OK case
Rval = 0x01100005, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_hdr_dgain(), ID = 51, description : test if (rval == IK_OK) false NG case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_hdr_dgain(), ID = 52, description : test if (p_in_hdr_dgain->rgb_ir_mode != 0UL) true OK case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_hdr_dgain(), ID = 53, description : test else if(i == 2UL) false OK case
Rval = 0x01100005, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_hdr_dgain_sub(), ID = 54, description : test if (rval == IK_OK) false NG case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_hdr_dgain_sub(), ID = 55, description : test if(p_in_hdr_dgain->exp_num <= 1UL) true OK case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_hdr_dgain_sub(), ID = 56, description : test if (p_in_hdr_dgain->rgb_ir_mode != 0UL) true OK case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_hdr_dgain_sub(), ID = 57, description : test if(p_in_hdr_dgain->exp_num <= 1UL) false and if (p_in_hdr_dgain->rgb_ir_mode != 0UL) true OK case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_hdr_dgain_sub(), ID = 58, description : test else if(i == 2UL) false OK case
Rval = 0x01100005, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_contrast_enhancement(), ID = 59, description : test if (rval == IK_OK) false NG case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_contrast_enhancement(), ID = 60, description : test if (p_in_ce->sensor_pattern == IKC_BAYER_PATTERN_BG) true OK case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_contrast_enhancement(), ID = 61, description : test if (p_in_ce->sensor_pattern == IKC_BAYER_PATTERN_GB) true OK case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_contrast_enhancement(), ID = 62, description : test sensor_pattern out of range OK case
Rval = 0x01100005, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_contrast_enhancement_input(), ID = 63, description : test if (rval == IK_OK) false NG case
Rval = 0x01100005, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_contrast_enhancement_output(), ID = 64, description : test if (rval == IK_OK) false NG case
Rval = 0x01100005, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_contrast_enhancement_sub(), ID = 65, description : test if (rval == IK_OK) false NG case
Rval = 0x00000000, AmbaDSP_IkcUnitHdrCeFilters.c, ikc_contrast_enhancement_sub(), ID = 66, description : test if (p_in_ce->sensor_pattern == IKC_BAYER_PATTERN_BG) true OK case
